ticker,company,source_type,url,coverage_note,has_dates,has_full_text,needs_js,notes,canonical_url,is_new_vs_previous,http_status,final_url,content_type,title_hint,fetch_error,vendor_profile,q4_years_2010_2023,q4_has_train,q4_has_oos,q4_year_endpoint_status,q4_error,likely_value,review_note
IBM,International Business Machines Corporation,investor_events_presentations,https://www.ibm.com/investor/events,Official IBM investor events page with dated webcasts and presentation materials.,yes,yes,no,Use for earnings calls and investor presentations.,https://www.ibm.com/investor/events,yes,200,https://www.ibm.com/investor/events,text/html;charset=utf-8,Events and Presentations - Investor Relations | IBM,,static_html_or_custom,,no,no,404,,high_static_candidate,Accessible without JS; useful for static archive discovery.
IBM,International Business Machines Corporation,quarterly_earnings,https://www.ibm.com/investor/financial-reporting/quarterly-earnings,"Official IBM quarterly earnings archive; includes dated releases and materials, with history back to at least 2008-2018 as well as recent years.",yes,yes,no,Strong long-history earnings source.,https://www.ibm.com/investor/financial-reporting/quarterly-earnings,no,200,https://www.ibm.com/investor/financial-reporting/quarterly-earnings,text/html;charset=utf-8,Quarterly Earnings Announcements | IBM,,static_html_or_custom,,no,no,404,,medium_static_duplicate,Accessible without JS; useful for static archive discovery.
INTC,Intel Corporation,annual_reports,https://www.intc.com/filings-reports/annual-reports,Official Intel annual reports archive with year filters extending back before 2010.,yes,yes,yes,Long-history annual-report source.,https://www.intc.com/filings-reports/annual-reports,yes,200,https://www.intc.com/filings-reports/annual-reports,text/html; charset=UTF-8,Annual Reports :: Intel Corporation (INTC),,static_html_or_custom,,no,no,404,,medium_browser_or_vendor,Accessible but likely JS/vendor page; useful if adapter exists.
INTC,Intel Corporation,financial_results,https://www.intc.com/financial-info/financial-results,"Official Intel financial results archive with dated earnings releases, presentations and webcasts.",yes,yes,yes,Best Intel earnings-results source for Train/OOS windows.,https://www.intc.com/financial-info/financial-results,yes,200,https://www.intc.com/financial-info/financial-results,text/html; charset=UTF-8,Financial Results :: Intel Corporation (INTC),,static_html_or_custom,,no,no,404,,medium_browser_or_vendor,Accessible but likely JS/vendor page; useful if adapter exists.
INTC,Intel Corporation,investor_presentations,https://www.intc.com/news-events/presentations,Official Intel investor presentation archive with dated materials.,yes,yes,yes,Use for investor presentations and event-related PDFs.,https://www.intc.com/news-events/presentations,yes,200,https://www.intc.com/news-events/presentations,text/html; charset=UTF-8,Presentations :: Intel Corporation (INTC),,quotemedia,,no,no,404,,medium_browser_or_vendor,Accessible but likely JS/vendor page; useful if adapter exists.
INTC,Intel Corporation,ir_press_releases,https://www.intc.com/news-events/press-releases,Official Intel IR press-release archive with dated full-text release pages.,yes,yes,yes,Primary Intel news/IR release source.,https://www.intc.com/news-events/press-releases,no,200,https://www.intc.com/news-events/press-releases,text/html; charset=UTF-8,Press Releases :: Intel Corporation (INTC),,quotemedia,,no,no,404,,medium_browser_or_vendor,Accessible but likely JS/vendor page; useful if adapter exists.
JNJ,Johnson & Johnson,company_press_releases,https://www.jnj.com/media-center/press-releases,Official Johnson & Johnson media-center press-release archive with dated full release pages.,yes,yes,no,Primary company-news source.,https://www.jnj.com/media-center/press-releases,no,200,https://www.jnj.com/media-center/press-releases,text/html,Site Maintenance,,static_html_or_custom,,no,no,,JSONDecodeError: Expecting value: line 1 column 1 (char 0),medium_static_duplicate,Accessible without JS; useful for static archive discovery.
JNJ,Johnson & Johnson,events_presentations,https://www.investor.jnj.com/events-and-presentations/default.aspx,Official J&J events and presentations archive with dated materials.,yes,yes,yes,Use for presentations and earnings/investor-event context.,https://www.investor.jnj.com/events-and-presentations/default.aspx,yes,403,https://www.investor.jnj.com/events-and-presentations/default.aspx,text/html; charset=UTF-8,Just a moment...,,cloudflare_challenge,2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,yes,yes,200,,high_q4_feed,Public Q4 feed exposes dated archive years; crawler can ingest via q4 adapter.
JNJ,Johnson & Johnson,ir_news,https://www.investor.jnj.com/investor-news/default.aspx,Official J&J IR news archive with dated investor releases.,yes,yes,yes,Use for investor/earnings-specific release pages.,https://www.investor.jnj.com/investor-news/default.aspx,yes,403,https://www.investor.jnj.com/investor-news/default.aspx,text/html; charset=UTF-8,Just a moment...,,cloudflare_challenge,2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,yes,yes,200,,high_q4_feed,Public Q4 feed exposes dated archive years; crawler can ingest via q4 adapter.
JNJ,Johnson & Johnson,quarterly_results,https://www.investor.jnj.com/financials/quarterly-results/default.aspx,Official J&J quarterly results archive with earnings releases and materials.,yes,yes,yes,Best J&J earnings-results source for Train/OOS windows.,https://www.investor.jnj.com/financials/quarterly-results/default.aspx,yes,403,https://www.investor.jnj.com/financials/quarterly-results/default.aspx,text/html; charset=UTF-8,Just a moment...,,cloudflare_challenge,2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,yes,yes,200,,high_q4_feed,Public Q4 feed exposes dated archive years; crawler can ingest via q4 adapter.
JPM,JPMorgan Chase & Co.,annual_report_archive,https://www.jpmorganchase.com/ir/annual-report,Official JPMorgan Chase annual report archive with full annual reports.,yes,yes,no,Useful annual full text for older Train-period context.,https://www.jpmorganchase.com/ir/annual-report,yes,200,https://www.jpmorganchase.com/ir/annual-report,text/html;charset=utf-8,Annual Report | JPMorganChase,,static_html_or_custom,,no,no,404,,high_static_candidate,Accessible without JS; useful for static archive discovery.
JPM,JPMorgan Chase & Co.,events_presentations,https://www.jpmorganchase.com/ir/events,Official JPMorgan Chase investor events page with dated presentations and webcasts.,yes,yes,no,Use event dates and linked materials for split alignment.,https://www.jpmorganchase.com/ir/events,yes,200,https://www.jpmorganchase.com/ir/events,text/html;charset=utf-8,Events | JPMorganChase,,static_html_or_custom,,no,no,404,,high_static_candidate,Accessible without JS; useful for static archive discovery.
JPM,JPMorgan Chase & Co.,ir_press_releases,https://www.jpmorganchase.com/ir/news,Official JPMorgan Chase IR news archive with dated full release pages.,yes,yes,no,Primary investor/news release source.,https://www.jpmorganchase.com/ir/news,yes,200,https://www.jpmorganchase.com/ir/news,text/html;charset=utf-8,Press Releases | JPMorganChase,,static_html_or_custom,,no,no,404,,high_static_candidate,Accessible without JS; useful for static archive discovery.
JPM,JPMorgan Chase & Co.,quarterly_earnings,https://www.jpmorganchase.com/ir/quarterly-earnings,Official JPMorgan Chase quarterly earnings page with dated results releases and presentations.,yes,yes,no,Best JPM earnings-results source for Train/OOS windows.,https://www.jpmorganchase.com/ir/quarterly-earnings,no,200,https://www.jpmorganchase.com/ir/quarterly-earnings,text/html;charset=utf-8,Quarterly Earnings | JPMorganChase,,static_html_or_custom,,no,no,404,,medium_static_duplicate,Accessible without JS; useful for static archive discovery.
KO,The Coca-Cola Company,annual_filings_10k,https://investors.coca-colacompany.com/filings-reports/annual-filings-10-k,Official Coca-Cola annual 10-K filing archive with full annual filing documents.,yes,yes,yes,Useful backfill for 2010-era annual data.,https://investors.coca-colacompany.com/filings-reports/annual-filings-10-k,yes,200,https://investors.coca-colacompany.com/filings-reports/annual-filings-10-k,text/html; charset=UTF-8,Annual Filings (10-K) :: The Coca-Cola Company (KO),,quotemedia,,no,no,404,,medium_duplicate_sec,"Official filings hub, but SEC EDGAR is already cleaner for PIT filing ingestion."
KO,The Coca-Cola Company,financial_information_earnings,https://investors.coca-colacompany.com/financial-information,Official Coca-Cola financial information/earnings archive with dated earnings releases and materials.,yes,yes,yes,Best KO earnings-results source for Train/OOS windows.,https://investors.coca-colacompany.com/financial-information,yes,200,https://investors.coca-colacompany.com/financial-information,text/html; charset=UTF-8,Financial Information :: The Coca-Cola Company (KO),,quotemedia,,no,no,404,,medium_browser_or_vendor,Accessible but likely JS/vendor page; useful if adapter exists.
KO,The Coca-Cola Company,ir_press_releases,https://investors.coca-colacompany.com/news-events/press-releases,Official Coca-Cola IR press-release archive with year filters from 2007 through current and dated release pages.,yes,yes,yes,Strong long-history official release archive.,https://investors.coca-colacompany.com/news-events/press-releases,no,200,https://investors.coca-colacompany.com/news-events/press-releases,text/html; charset=UTF-8,Press Releases :: The Coca-Cola Company (KO),,quotemedia,,no,no,404,,medium_browser_or_vendor,Accessible but likely JS/vendor page; useful if adapter exists.
KO,The Coca-Cola Company,past_events_presentations,https://investors.coca-colacompany.com/news-events/events/past,Official Coca-Cola past-events archive with dated webcasts and presentations.,yes,yes,yes,Use for investor-event and earnings-call materials.,https://investors.coca-colacompany.com/news-events/events/past,yes,200,https://investors.coca-colacompany.com/news-events/events/past,text/html; charset=UTF-8,Past Events :: The Coca-Cola Company (KO),,quotemedia,,no,no,404,,medium_browser_or_vendor,Accessible but likely JS/vendor page; useful if adapter exists.
MCD,McDonald's Corporation,investor_events_presentations,https://corporate.mcdonalds.com/corpmcd/investors/events-and-presentations.html,Official McDonald's investor events and presentations page with dated materials.,yes,yes,no,Use for investor day/conference presentations and earnings calls.,https://corporate.mcdonalds.com/corpmcd/investors/events-and-presentations.html,yes,200,https://corporate.mcdonalds.com/corpmcd/investors/events-and-presentations.html,text/html;charset=utf-8,Events & Presentations | McDonald’s Corporation,,static_html_or_custom,,no,no,404,,high_static_candidate,Accessible without JS; useful for static archive discovery.
MCD,McDonald's Corporation,investor_home,https://corporate.mcdonalds.com/corpmcd/investors.html,Official McDonald's investor relations hub with latest dated earnings/release links.,yes,yes,no,Hub/fallback; prefer MediaRoom and financial-information pages for archival extraction.,https://corporate.mcdonalds.com/corpmcd/investors.html,yes,200,https://corporate.mcdonalds.com/corpmcd/investors.html,text/html;charset=utf-8,"Investor Information, Services, and Relations | McDonald’s",,static_html_or_custom,,no,no,404,,high_static_candidate,Accessible without JS; useful for static archive discovery.
MCD,McDonald's Corporation,ir_financial_information,https://corporate.mcdonalds.com/corpmcd/investors/financial-information.html,Official McDonald's financial information hub with earnings and annual report materials.,yes,yes,no,Use for quarterly/annual financial materials; some linked PDFs/pages.,https://corporate.mcdonalds.com/corpmcd/investors/financial-information.html,yes,200,https://corporate.mcdonalds.com/corpmcd/investors/financial-information.html,text/html;charset=utf-8,Financial Information and Annual Reports | McDonald’s,,static_html_or_custom,,no,no,404,,high_static_candidate,Accessible without JS; useful for static archive discovery.
MCD,McDonald's Corporation,mediaroom_news_release_archive,https://mcdonalds.mediaroom.com/,Official McDonald's MediaRoom release archive with dated releases and older history back to 2000.,yes,yes,no,Strong long-history company-news source.,https://mcdonalds.mediaroom.com/,yes,200,https://mcdonalds.mediaroom.com/,text/html; charset=UTF-8,News Release Archive - News Releases,,static_html_or_custom,,no,no,404,,high_static_candidate,Accessible without JS; useful for static archive discovery.
MMM,3M Company,earnings_releases,https://investors.3m.com/news-events/earnings-releases,Official 3M earnings-release archive with dated earnings releases.,yes,yes,yes,Useful earnings-specific release feed; recent coverage strongest.,https://investors.3m.com/news-events/earnings-releases,yes,200,https://investors.3m.com/news-events/earnings-releases,text/html; charset=UTF-8,Earnings Releases :: 3M Company (MMM),,quotemedia,,no,no,404,,medium_browser_or_vendor,Accessible but likely JS/vendor page; useful if adapter exists.
MMM,3M Company,events_presentations,https://investors.3m.com/news-events/events-presentations,Official 3M events and presentations archive with dated investor-event materials.,yes,yes,yes,Use presentation PDFs and event dates.,https://investors.3m.com/news-events/events-presentations,yes,200,https://investors.3m.com/news-events/events-presentations,text/html; charset=UTF-8,Events &amp; Presentations :: 3M Company (MMM),,quotemedia,,no,no,404,,medium_browser_or_vendor,Accessible but likely JS/vendor page; useful if adapter exists.
MMM,3M Company,ir_press_releases,https://investors.3m.com/news-events/press-releases,Official 3M press-release archive with dated full release pages; visible filter currently covers 2021 onward.,yes,yes,yes,Good for OOS and recent Train years; use earnings/annual/SEC pages for older Train-period data.,https://investors.3m.com/news-events/press-releases,no,200,https://investors.3m.com/news-events/press-releases,text/html; charset=UTF-8,Press Releases :: 3M Company (MMM),,quotemedia,,no,no,404,,medium_browser_or_vendor,Accessible but likely JS/vendor page; useful if adapter exists.
MMM,3M Company,quarterly_earnings,https://investors.3m.com/financials/quarterly-earnings,Official 3M quarterly earnings page with financial-result materials.,yes,yes,yes,Best 3M earnings-results source; use linked release/detail pages.,https://investors.3m.com/financials/quarterly-earnings,no,200,https://investors.3m.com/financials/quarterly-earnings,text/html; charset=UTF-8,Quarterly Earnings :: 3M Company (MMM),,quotemedia,,no,no,404,,medium_browser_or_vendor,Accessible but likely JS/vendor page; useful if adapter exists.
MRK,Merck & Co. Inc.,company_newsroom,https://www.merck.com/news/,Official Merck & Co. newsroom/news archive with dated release pages.,yes,yes,no,Use Merck & Co. source; do not confuse with German Merck Group/Merck KGaA.,https://www.merck.com/news/,yes,404,https://www.merck.com/news/,text/html; charset=UTF-8,Page not found - Merck.com,,wordpress,,no,no,404,,low_recheck,Fetch failed or unstable.
MRK,Merck & Co. Inc.,events_presentations,https://www.merck.com/investor-relations/events-and-presentations/,Official Merck & Co. events and presentations page with dated investor materials.,yes,yes,no,Use presentation/event dates for split alignment.,https://www.merck.com/investor-relations/events-and-presentations/,yes,200,https://www.merck.com/investor-relations/events-and-presentations/,text/html; charset=UTF-8,Events &amp; presentations | Merck,,wordpress,,no,no,404,,high_static_candidate,Accessible without JS; useful for static archive discovery.
MRK,Merck & Co. Inc.,financial_information_earnings,https://www.merck.com/investor-relations/financial-information/,Official Merck & Co. financial information page; visible quarterly earnings archive includes years from 2010 through current.,yes,yes,no,Strong Merck earnings-results source for full Train/OOS split.,https://www.merck.com/investor-relations/financial-information/,yes,200,https://www.merck.com/investor-relations/financial-information/,text/html; charset=UTF-8,Financial information - Merck.com,,wordpress,,no,no,404,,high_static_candidate,Accessible without JS; useful for static archive discovery.
MRK,Merck & Co. Inc.,investor_relations_hub,https://www.merck.com/investor-relations/,"Official Merck & Co. investor relations hub linking financial information, presentations, SEC filings and annual reports.",yes,yes,no,Hub/fallback for official Merck financial and investor materials.,https://www.merck.com/investor-relations/,no,200,https://www.merck.com/investor-relations/,text/html; charset=UTF-8,Investor relations - Merck.com,,q4_or_q4_like,,no,no,404,,medium_static_duplicate,Accessible without JS; useful for static archive discovery.
MSFT,Microsoft Corporation,annual_reports,https://www.microsoft.com/en-us/investor/annual-reports,Official Microsoft annual reports archive with full reports from 2010-era through current.,yes,yes,no,Full annual-report documents; useful long-history supplement.,https://www.microsoft.com/en-us/investor/annual-reports,yes,200,https://www.microsoft.com/en-us/investor/annual-reports,text/html; charset=utf-8,Microsoft Investor Relations - Annual Reports,,q4_or_q4_like,,no,no,404,,high_static_candidate,Accessible without JS; useful for static archive discovery.
MSFT,Microsoft Corporation,earnings_financials_hub,https://www.microsoft.com/en-us/investor/investor-information,"Official Microsoft investor-information hub linking latest earnings release, SEC filings and investor materials.",yes,yes,no,Hub/fallback; use dated earnings pages for release text.,https://www.microsoft.com/en-us/investor/investor-information,yes,200,https://www.microsoft.com/en-us/investor/investor-information,text/html; charset=utf-8,Microsoft Investor Relations - Information for Investors,,q4_or_q4_like,,no,no,404,,high_static_candidate,Accessible without JS; useful for static archive discovery.
MSFT,Microsoft Corporation,earnings_release_page_pattern,https://www.microsoft.com/en-us/investor/earnings/fy-2023-q2/press-release-webcast,Official Microsoft dated earnings-release page; same URL pattern works for other fiscal years/quarters.,yes,yes,no,Use as a pattern source: /earnings/fy-YYYY-qN/press-release-webcast for quarterly releases.,https://www.microsoft.com/en-us/investor/earnings/fy-2023-q2/press-release-webcast,yes,200,https://www.microsoft.com/en-us/investor/earnings/fy-2023-q2/press-release-webcast,text/html; charset=utf-8,FY23 Q2 - Press Releases - Investor Relations - Microsoft,,static_html_or_custom,,no,no,404,,high_static_candidate,Accessible without JS; useful for static archive discovery.
MSFT,Microsoft Corporation,investor_events,https://www.microsoft.com/en-us/investor/events/default,Official Microsoft investor events page with dated past/upcoming events and earnings calls.,yes,yes,no,Use event dates and linked earnings files.,https://www.microsoft.com/en-us/investor/events/default,yes,200,https://www.microsoft.com/en-us/investor/events/default,text/html; charset=utf-8,Microsoft Investor Relations - Events,,q4_or_q4_like,,no,no,404,,high_static_candidate,Accessible without JS; useful for static archive discovery.
NKE,NIKE Inc.,annual_reports_sec_filings,https://investors.nike.com/investors/news-events-and-reports/default.aspx#annual-reports,"Official Nike annual reports/SEC filings sections within News, Events & Reports.",yes,yes,yes,Use full report/SEC detail pages for older Train-period coverage.,https://investors.nike.com/investors/news-events-and-reports/default.aspx,yes,403,https://investors.nike.com/investors/news-events-and-reports/default.aspx,text/html; charset=UTF-8,Just a moment...,,cloudflare_challenge,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,yes,yes,200,,medium_duplicate_sec,"Official filings hub, but SEC EDGAR is already cleaner for PIT filing ingestion."
NKE,NIKE Inc.,investor_news_details_archive,https://investors.nike.com/investors/news-events-and-reports/investor-news/investor-news-details/,Official Nike investor-news details archive area with dated full release pages.,yes,yes,yes,Use surfaced detail pages for stable full-text release URLs.,https://investors.nike.com/investors/news-events-and-reports/investor-news/investor-news-details/,yes,403,https://investors.nike.com/investors/news-events-and-reports/investor-news/investor-news-details/,text/html; charset=UTF-8,Just a moment...,,cloudflare_challenge,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,yes,yes,200,,high_q4_feed,Public Q4 feed exposes dated archive years; crawler can ingest via q4 adapter.
NKE,NIKE Inc.,ir_news_events_reports,https://investors.nike.com/investors/news-events-and-reports/default.aspx,"Official Nike News, Events & Reports page containing Investor News, Quarterly Earnings, Annual Reports, Events & Presentations and SEC Filings.",yes,yes,yes,Central official Nike archive hub; filters may require JS.,https://investors.nike.com/investors/news-events-and-reports/default.aspx,yes,403,https://investors.nike.com/investors/news-events-and-reports/default.aspx,text/html; charset=UTF-8,Just a moment...,,cloudflare_challenge,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,yes,yes,200,,high_q4_feed,Public Q4 feed exposes dated archive years; crawler can ingest via q4 adapter.
NKE,NIKE Inc.,quarterly_earnings_archive,https://investors.nike.com/investors/news-events-and-reports/default.aspx#quarterly-earnings,"Official Nike quarterly earnings section within News, Events & Reports; dated earnings releases and materials.",yes,yes,yes,Anchor/section source; scrape detail links from main page.,https://investors.nike.com/investors/news-events-and-reports/default.aspx,yes,403,https://investors.nike.com/investors/news-events-and-reports/default.aspx,text/html; charset=UTF-8,Just a moment...,,cloudflare_challenge,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,yes,yes,200,,high_q4_feed,Public Q4 feed exposes dated archive years; crawler can ingest via q4 adapter.
PG,The Procter & Gamble Company,annual_reports,https://www.pginvestor.com/financials/annual-reports/default.aspx,Official P&G annual reports archive with full annual reports from 2010 through current.,yes,yes,no,Strong long-history annual-report source.,https://www.pginvestor.com/financials/annual-reports/default.aspx,yes,200,https://www.pginvestor.com/financials/annual-reports/default.aspx,text/html; charset=utf-8,Financials - Annual Reports | Procter &amp; Gamble Investor Relations,,q4_or_q4_like,,no,no,200,,high_static_candidate,Accessible without JS; useful for static archive discovery.
PG,The Procter & Gamble Company,events_presentations,https://www.pginvestor.com/events-and-presentations/,"Official P&G events and presentations archive with dated earnings call, release and presentation links.",yes,yes,yes,Best P&G source for earnings-event materials.,https://www.pginvestor.com/events-and-presentations/,yes,200,https://www.pginvestor.com/events-and-presentations/,text/html; charset=utf-8,Events &amp; Presentations | Procter &amp; Gamble Investor Relations,,q4_or_q4_like,,no,no,200,,medium_browser_or_vendor,Accessible but likely JS/vendor page; useful if adapter exists.
PG,The Procter & Gamble Company,ir_news_archive,https://www.pginvestor.com/news/default.aspx,Official P&G investor news archive with dated release pages including earnings and dividend releases.,yes,yes,yes,Primary P&G investor-news source.,https://www.pginvestor.com/news/default.aspx,no,200,https://www.pginvestor.com/news/default.aspx,text/html; charset=utf-8,News | Procter &amp; Gamble Investor Relations,,q4_or_q4_like,,no,no,200,,medium_browser_or_vendor,Accessible but likely JS/vendor page; useful if adapter exists.
PG,The Procter & Gamble Company,sec_filings,https://www.pginvestor.com/financials/sec-filings/default.aspx,Official P&G SEC filings archive with dated filing documents.,yes,yes,yes,Useful for quarterly/annual filing backfill in Train period.,https://www.pginvestor.com/financials/sec-filings/default.aspx,yes,200,https://www.pginvestor.com/financials/sec-filings/default.aspx,text/html; charset=utf-8,Financials - SEC Filings | Procter &amp; Gamble Investor Relations,,q4_or_q4_like,,no,no,200,,medium_duplicate_sec,"Official filings hub, but SEC EDGAR is already cleaner for PIT filing ingestion."
TRV,The Travelers Companies Inc.,events_presentations,https://investor.travelers.com/events-and-presentations/default.aspx,Official Travelers events and presentations archive with dated earnings-call/event materials.,yes,yes,yes,Use presentation and event links; Q4 page may require JS for older archive filters.,https://investor.travelers.com/events-and-presentations/default.aspx,yes,200,https://investor.travelers.com/events-and-presentations/default.aspx,text/html; charset=utf-8,Travelers Investor Relations | Events &amp; Presentations,,q4_or_q4_like,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,yes,yes,200,,high_q4_feed,Public Q4 feed exposes dated archive years; crawler can ingest via q4 adapter.
TRV,The Travelers Companies Inc.,investor_home,https://investor.travelers.com/home/default.aspx,"Official Travelers IR hub with latest earnings release, presentation and financial links.",yes,yes,yes,Hub/fallback; prefer press releases and quarterly-results pages for archival extraction.,https://investor.travelers.com/home/default.aspx,yes,200,https://investor.travelers.com/home/default.aspx,text/html; charset=utf-8,Travelers Investor Relations | Home,,q4_or_q4_like,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,yes,yes,200,,high_q4_feed,Public Q4 feed exposes dated archive years; crawler can ingest via q4 adapter.
TRV,The Travelers Companies Inc.,press_releases,https://investor.travelers.com/newsroom/press-releases/default.aspx,Official Travelers investor newsroom press-release archive with dated full release pages.,yes,yes,yes,Primary Travelers press/earnings release source.,https://investor.travelers.com/newsroom/press-releases/default.aspx,no,200,https://investor.travelers.com/newsroom/press-releases/default.aspx,text/html; charset=utf-8,Travelers Investor Relations | Newsroom - Press Releases,,q4_or_q4_like,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,yes,yes,200,,high_q4_feed,Public Q4 feed exposes dated archive years; crawler can ingest via q4 adapter.
TRV,The Travelers Companies Inc.,quarterly_results,https://investor.travelers.com/financial-information/quarterly-results/default.aspx,Official Travelers quarterly results archive with earnings releases and financial materials.,yes,yes,yes,Best TRV earnings-results source for Train/OOS windows.,https://investor.travelers.com/financial-information/quarterly-results/default.aspx,no,200,https://investor.travelers.com/financial-information/quarterly-results/default.aspx,text/html; charset=utf-8,Travelers Investor Relations | Financial Information - Quarterly Results,,q4_or_q4_like,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,yes,yes,200,,high_q4_feed,Public Q4 feed exposes dated archive years; crawler can ingest via q4 adapter.
UNH,UnitedHealth Group Incorporated,company_press_releases,https://www.unitedhealthgroup.com/newsroom/press-releases.html,Official UnitedHealth Group press-release archive with dated full release pages.,yes,yes,no,Primary company/news source.,https://www.unitedhealthgroup.com/newsroom/press-releases.html,no,200,https://www.unitedhealthgroup.com/newsroom/press-releases.html,text/html;charset=utf-8,Press Releases - UnitedHealth Group,,static_html_or_custom,,no,no,,"ConnectionError: HTTPSConnectionPool(host='www.unitedhealthgroup.comsvc', port=443): Max retries exceeded with url: /getpressreleaseyearl",medium_static_duplicate,Accessible without JS; useful for static archive discovery.
UNH,UnitedHealth Group Incorporated,financial_reports,https://www.unitedhealthgroup.com/investors/financial-reports.html,Official UnitedHealth Group financial reports page with annual and quarterly materials; prior-to-2020 items linked through archive.,yes,yes,no,Best UNH financial-report source; combine with archive page for 2010-2019.,https://www.unitedhealthgroup.com/investors/financial-reports.html,no,200,https://www.unitedhealthgroup.com/investors/financial-reports.html,text/html;charset=utf-8,Financial & Earnings Reports - UnitedHealth Group,,static_html_or_custom,,no,no,,"ConnectionError: HTTPSConnectionPool(host='www.unitedhealthgroup.comsvc', port=443): Max retries exceeded with url: /getpressreleaseyearl",medium_static_duplicate,Accessible without JS; useful for static archive discovery.
UNH,UnitedHealth Group Incorporated,investor_archive,https://www.unitedhealthgroup.com/investors/archive.html,"Official UnitedHealth Group investor archive for older annual reports, quarterly releases and shareholder materials.",yes,yes,no,Important source for older Train-period coverage before 2020.,https://www.unitedhealthgroup.com/investors/archive.html,yes,200,https://www.unitedhealthgroup.com/investors/archive.html,text/html;charset=utf-8,Archive - UnitedHealth Group,,static_html_or_custom,,no,no,,"ConnectionError: HTTPSConnectionPool(host='www.unitedhealthgroup.comsvc', port=443): Max retries exceeded with url: /getpressreleaseyearl",high_static_candidate,Accessible without JS; useful for static archive discovery.
UNH,UnitedHealth Group Incorporated,investor_home,https://www.unitedhealthgroup.com/investors.html,"Official UnitedHealth Group investor hub linking earnings, releases and reports.",yes,yes,no,Hub/fallback for official IR materials.,https://www.unitedhealthgroup.com/investors.html,no,200,https://www.unitedhealthgroup.com/investors.html,text/html;charset=utf-8,Investor Information - UnitedHealth Group,,static_html_or_custom,,no,no,,"ConnectionError: HTTPSConnectionPool(host='www.unitedhealthgroup.comsvc', port=443): Max retries exceeded with url: /getpressreleaseyearl",medium_static_duplicate,Accessible without JS; useful for static archive discovery.
V,Visa Inc.,events_archive,https://investor.visa.com/events-calendar/events-archive/default.aspx,"Official Visa events archive with dated events, press releases and presentations.",yes,yes,yes,Use event dates and linked PDFs/webcasts.,https://investor.visa.com/events-calendar/events-archive/default.aspx,yes,403,https://investor.visa.com/events-calendar/events-archive/default.aspx,text/html; charset=UTF-8,Just a moment...,,cloudflare_challenge,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,yes,yes,200,,high_q4_feed,Public Q4 feed exposes dated archive years; crawler can ingest via q4 adapter.
V,Visa Inc.,ir_news_releases,https://investor.visa.com/news/default.aspx,Official Visa IR news-release archive with dated release pages.,yes,yes,yes,Primary Visa investor/news release source.,https://investor.visa.com/news/default.aspx,yes,200,https://investor.visa.com/news/default.aspx,text/html; charset=utf-8,Visa - News,,q4_or_q4_like,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,yes,yes,200,,high_q4_feed,Public Q4 feed exposes dated archive years; crawler can ingest via q4 adapter.
V,Visa Inc.,quarterly_earnings,https://investor.visa.com/financial-information/quarterly-earnings/,Official Visa quarterly earnings archive with dated earnings releases and materials.,yes,yes,yes,Best Visa earnings-results source for Train/OOS windows.,https://investor.visa.com/financial-information/quarterly-earnings/,yes,403,https://investor.visa.com/financial-information/quarterly-earnings/,text/html; charset=UTF-8,Just a moment...,,cloudflare_challenge,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,yes,yes,200,,high_q4_feed,Public Q4 feed exposes dated archive years; crawler can ingest via q4 adapter.
V,Visa Inc.,sec_filings,https://investor.visa.com/SEC-Filings/,Official Visa SEC filings archive with dated annual/quarterly/current filing documents.,yes,yes,yes,Useful for older Train-period financial filings.,https://investor.visa.com/SEC-Filings/,yes,403,https://investor.visa.com/SEC-Filings/,text/html; charset=UTF-8,Just a moment...,,cloudflare_challenge,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,yes,yes,200,,medium_duplicate_sec,"Official filings hub, but SEC EDGAR is already cleaner for PIT filing ingestion."
VZ,Verizon Communications Inc.,investor_news,https://www.verizon.com/about/investors/investor-news,Official Verizon investor-news archive with dated investor releases.,yes,yes,no,Use for financial/investor-specific releases.,https://www.verizon.com/about/investors/investor-news,yes,200,https://www.verizon.com/about/investors/investor-news,text/html; charset=utf-8,Current Investor News Stories | About Verizon,,static_html_or_custom,,no,no,,JSONDecodeError: Expecting value: line 1 column 1 (char 0),high_static_candidate,Accessible without JS; useful for static archive discovery.
